business,address,business_certificate,business_id,city,latitude,longitude,owner_address,owner_city,owner_name,owner_state,owner_zip,phone_number,postal_code,tax_code
Wing Hing Seafood Restaurant,633 Clement St,341972,7915,SF,37.7828,-122.466,633 Clement St.,SF,"Zheng, Danny C. & Julianna",CA,94118,null,94118,H21
Assab,2895 Geary Blvd,917922,9436,San Francisco,37.782,-122.45,2843 Geary Blvd,SF,Matheos Yohannes & Mehret Tesfalidet,CA,94118,14155829500,94118,H25
CHINA FIRST INC.,336 CLEMENT ST,373109,10877,SF,37.783,-122.463,336 CLEMENT ST,SF,CHINA FIRST INC,CA,94118,null,94118,H25
ROYAL GROUND COFFEE,3101 Geary Blvd,445323,10931,SF,37.7817,-122.452,3101 GEARY ST,SF,JOSEPH LAMA,CA,94118,null,94118,H24
THE RICHMOND,615 Balboa St,387159,16047,SF,37.7771,-122.465,"126 N.Ellsworth Ave, #B",San Mateo,"Owyang, John",CA,94401,null,94118,H24
STARDUST MARKET,3801 Geary Blvd,391569,18253,SF,37.7811,-122.46,3801 Geary Blvd.,San Francisco,Kum Ja Lee,CA,94118,null,94118,H03
Dong Bei Mama,4737 Geary Blvd,388714,18369,San Francisco,37.7807,-122.47,4737 Geary Blvd,San Francisco,177 Eddy St LLC,CA,94118,null,94118,H25
Kitchen Istanbal,349 Clement St.,394390,18755,SAN FRANCISCO,37.783,-122.463,P.O. Box 77227,SF,"Café Troya, Inc.",CA,94107,null,94118,H25
Star India Restaurant,3721 GEARY Blvd,397720,19076,San Francisco,37.7812,-122.459,3721 Geary Blvd,San Francisco,Uppal Inc,CA,94118,null,94118,H25
Rigolo,3465 California St,373994,19094,SF,37.7867,-122.451,2132 Pine Street,SF,Laurel Village Bakery LLC,CA,94118,null,94118,H25
Peet's Coffee & Tea,5201 Geary Blvd,196325,32579,SF,37.7804,-122.475,1400 Park Ave.,Emeryville,Peet's Coffee & Tea,CA,94608,null,94118,H25
Korean Village Restaurant,4611 GEARY Blvd,316515,32625,SAN FRANCISCO,37.7807,-122.469,35 Cook Street,SF,"Yong Kung, Inc.",CA,94118,null,94118,H25
Genki Ramen,3944 Geary Blvd,400308,32845,San Francisco,37.7812,-122.462,3944 GEARY BLVD.,SAN FRANCISCO,GENKI RAMEN & SHABU SHABU,CA,94118,null,94118,H26
B Star,127 CLEMENT St,414015,33911,SF,37.7831,-122.461,127 CLEMENT ST,SAN FRANCISCO,BEEHIVE CAFE LLC,CA,94118,null,94118,H26
Hearth Bar,4701 GEARY Blvd,417172,33965,SF,37.7807,-122.47,115 12th Ave.,SF,Raymond Rex,CA,94118,null,94118,H86
Spruce,3640 SACRAMENTO St,415170,34726,SAN FRANCISCO,37.7875,-122.453,2525 Larkin Street Stc702,San Francisco,"Sacramento Street Partners, LLC",CA,94107,null,94118,H26
Cafe Muse,785 08th Ave,419464,34989,SF,37.7737,-122.466,785 8th Ave,San Francisco,Fang Li,CA,94118,null,94118,H24
Eternal Springs,750 Clement St,489739,35418,San Francisco,37.7828,-122.467,750 Clement Street,SF,May  Tran,CA,94118,null,94118,H24
Jewish Community Center of San Francisco,3200 California,389178,36534,SF,37.7872,-122.447,3200 California St.,SF,Jewish Community Center,CA,94118,null,94118,H24
Clementine,126 CLEMENT St,437627,36730,S.F.,37.7831,-122.461,862 27th Avenue,SF,"Clementine Restaurant, LLC",CA,94121,null,94118,H26
A.K. Meat,2346 clement st.,424738,36850,SF,37.7821,-122.485,"1501 Sutter St., #103",SF,Jae Hong Yoo,CA,94109,null,94118,H28
Halu,312 08th Ave,429058,37060,SF,37.7826,-122.466,219 5th Avenue,SF,Mieko Komiyama,CA,94118,null,94118,H24
Cafe Luna,3313 SACRAMENTO St,302370,37232,SF,37.7881,-122.447,"1031 Cherry Ave, #58",San Francisco,Jeong Mok Yoo,CA,94066,null,94118,H25
Velo Rouge Cafe,798 Arguello Blvd,426739,37319,SF,37.7754,-122.458,798 Arguello Blvd.,SF,"Rothar Rua, LLC",CA,94118,null,94118,H24
Irelands 32,3920 Geary Blvd,422654,37405,SF,37.7813,-122.461,8200 Geary Blvd.,SF,"Jacqueline Cooper, Peter Cooper",CA,94121,null,94118,H25
Third Avenue Food Mart,4101 California St,427727,37654,SF,37.7853,-122.462,4101 California St.,SF,Tony M. Askandafi,CA,94118,null,94118,H07
Jack In the Box #558,4649 GEARY Blvd,429149,37656,SAN FRANCISCO,37.7807,-122.469,P.O. Box 1810,Chino Hills,"GUL Food Management, Inc., Saeed Khan",CA,91709-0061,null,94118,H29
Brothers Restaurant,4128 GEARY Blvd,353929,39119,SF,37.7811,-122.464,4128 Geary Blvd.,SF,"Brothers Restaurant, Inc.",CA,94118,null,94118,H25
Uncle Boy's,245 Balboa St,432491,39401,SF,37.7773,-122.462,3931 Stein Ct.,S. SF,John Espejo,CA,94080,null,94118,H24
Kappou Gomi,5524 Geary Blvd,433347,39706,SF,37.7804,-122.479,"524 Anza St., #202",SF,"Masahiko Gomi, Harumi Gomi",CA,94118,null,94118,H25
Cherry Blossom Bakery,844 Clement St,430563,39810,San Francisco,37.7828,-122.468,844 Clement St.,SF,Blossom Bakery LLC,CA,94118,null,94118,H25
Neck of the Woods,406 Clement  St,435417,40007,SF,37.783,-122.463,15 Meadow Brook Dr.,SF,Urban Life Inc.,CA,94132,null,94118,H86
Internos Wine Cafe,3240 Geary Blvd,429835,57732,San Francisco,37.7818,-122.454,3240 Geary Blvd,San Francisco,"Internos Wine Café, LLC   Quinn Longbothum",CA,94118,null,94118,H24
Events Management @ de Young Museum,50 So Tea Garden Dr,164162,58610,SF,37.771,-122.468,350 Florida St.,SF,"Events Management, Inc.",CA,94110,null,94118,H26
Sun Stream Coffee,2884 Geary Blvd,438158,59040,San Francisco,37.7823,-122.45,2884 Geary Blvd,San Francisco,Vaulim Silva,CA,94118,null,94118,H24
RUSSIAN DELI,4605 GEARY Blvd,436565,59066,SAN FRANCISCO,37.7807,-122.469,4605 Geary Blvd.,SF,Russia Deli Inc.,CA,94118,null,94118,H28
Geary 76 Mart,3501 Geary Blvd,778080,60910,SF,37.7813,-122.456,1435 Huntington Ave. Ste. 230,SSF,Jamileh Aish,CA,94080,null,94118,H01
EATS,50 CLEMENT St,451180,61093,SF,37.7832,-122.46,127 Clement St.,SF,BSR Eats Inc.,CA,94118,null,94118,H25
Lou's Cafe,5017 Geary Blvd,442379,61136,SF,37.7805,-122.473,506 Sea Spray Ct.,Pacifica,"Brodeth, Inc.",CA,94044,null,94118,H24
Happy Lounge,3745 Geary Blvd,444512,61500,San Francisco,37.7811,-122.46,2121 Clement,SF,"Hap, Inc.",CA,94121,null,94118,H25
Ashley's Cafe,4454 California St,436025,62057,SF,37.785,-122.465,4454 CALIFORNIA ST.,SAN FRANCISCO,HYOJOO ASHLEY LEE,CA,94118,14155836269,94118,H28
Royal Ground Coffee At Koret Deli,222 STANYAN St,445323,62140,SAN FRANCISCO,37.7767,-122.455,3101 Geary Blvd.,SF,Joseph Az Lama,CA,94118,null,94118,H24
"Japanese Tea Garden ""Tea House""",75 Hagiwara Tea Garden Dr. Golden Gate Park,441566,62526,SF,37.7784,-122.463,1737 Post St.,SF,"JTG   SF Inc., Attn: Carol Murata",CA,94115,null,94118,H24
New Lien Hing,400 Clement St,445868,63084,SF,37.783,-122.464,400 Clement Street,SF,"New Lien Hing, LLC",CA,94118,null,94118,H28
Creative Catering,2600 Turk St,450873,64067,SF,37.7783,-122.45,1353 C Street,Hayward,Michael Vitakes,CA,94541,null,94118,H24
Dragon River Restaurant,5045 GEARY Blvd,452550,64176,SAN FRANCISCO,37.7805,-122.474,10243 Beardon Dr. #2,Cupertino,Zhenxuan Huang,CA,95014,null,94118,H25
Modera Liquor & Wine,4401 Geary Blvd,946140,64859,SAN FRANCISCO,37.7808,-122.467,7 Wildflower Ct.,Corte Madera,John K. Lee,CA,94925,null,94118,H07
Magic Flute Restaurant,3673 SACRAMENTO St,928068,64933,SAN FRANCISCO,37.7874,-122.453,233 Stowring Road,Petaluma,"Phillip LaCavela, Debbie LaCavela, Kristal LaCavela, Joe LaCavela",CA,94952,null,94118,H26
House of Banquet,939 Clement St,455173,65050,San Francisco,37.7827,-122.469,939 Clement Street,San Francisco,"LYS Trading, Inc. / Yong Shong",CA,94118,14155780203,94118,H26
Calif Pacific Medical Ctr -  Kitchen,3700 CALIFORNIA St,8450,65267,SAN FRANCISCO,37.7861,-122.456,"633 Folsom Street, 7th Floor",San Francisco,"Sutter West Bay Hospitals / Grant Davies, FACHE",CA,94107,null,94118,H40
Sakesan,626 Clement St,444623,65813,SF,37.7829,-122.466,626 Clement St.,SF,Volar LLC,CA,94118,null,94118,H26
Spices Restaurant,291 06th Ave,457199,65831,SF,37.7784,-122.463,291 6th Ave.,SF,K & M Foods International Inc.,CA,94118,null,94118,H25
Cafe Bunn Mi,417 CLEMENT St,460264,66361,SAN FRANCISCO,37.783,-122.464,417 Clement St.,SF,Bunn Mi Inc.,CA,94118,null,94118,H24
Sweet Hut,519 Clement St,416403,66384,SF,37.7829,-122.465,519 Clement St.,SF,Sweet Hut Inc.,CA,94118,null,94118,H24
Green Island Restaurant,4012 Geary Blvd,439562,66705,null,37.7812,-122.462,2001 21st Ave.,Sf,Bai Sen Ma and Shao Yu Ma,CA,94118,null,94118,H26
Camp,4014 GEARY Blvd,463767,66901,SF,37.7812,-122.463,45 Wakefield Ave.,Daly City,G More Inc.   Michael Yu/Yuen Ma,CA,94015,null,94118,H25
Steins,731 Clement St,461623,67235,SF,37.7828,-122.467,731 Clement St.,SF,Michele Steiner,CA,94118,null,94118,H25
Hong Kong Lounge II,3300 Geary Blvd,462256,67741,San Francisco,37.7817,-122.454,3300 Geary Blvd.,San Francisco,"M & V2 Investments, Inc. / Ming Lian Zhou",CA,94118,null,94118,H25
King's Thai Cuisine,346 CLEMENT St,464366,67828,SF,37.783,-122.463,6602 Stockton Ave.,El Cerrito,Kode Ruay Inc.,CA,94530,null,94118,H25
Yuubi Japanese Restaurant,501 BALBOA ST,465265,67869,SF,37.7772,-122.464,501 balboa,SF,Yuubi Japanese Restaurant,CA,94118,null,94118,H26
Chomp & Swig,1541 CLEMENT ST,465205,68220,SF,37.7824,-122.476,"5225 Mission St., #203",SF,"Cad Group, LLC",CA,94112,null,94118,H24
Cafe Coco,4201 geary Blvd,955056,68428,SF,null,null,4201 Geary Blvd,SF,Kamal Suleiman,CA,94118,null,94118,H25
Yong Fong Co.,612 Clement St,309553,68467,SF,37.7829,-122.466,825 Filbert St.,SF,Yong Guang Cen,CA,94133,14155835617,94118,H07
12 Tribes Kosher Foods,3200 California St,452538,68597,null,37.7873,-122.447,3446 16th Street,San Francisco,"12 Tribes Kosher Foods, Inc. / Rebecca Joseph",CA,94118,null,94118,H74
Pretty Please Bakeshop,291 03rd Ave,446590,68699,null,37.7835,-122.461,1639 5th Ave.,Oakland,Alison Okabayashi,CA,94606,null,94118,H88
Grindz,832 Clement St,467498,68701,SF,37.7828,-122.468,1055 Granada St.,Vallejo,"Ono Grindz, LLC",CA,94591,null,94118,H25
"Shabuway, Men-Oh",5120 GEARY Blvd,399860,68808,SF,37.7807,-122.474,150 Associated Rd.,So. San Francisco,"EK Food Services, Inc.",CA,94080,null,94118,H25
Cajun House,308 05th Ave,468142,68998,San Francisco,37.7828,-122.463,919 Skyline Dr.,Daly City,"Cajun House, Inc.",CA,94015,null,94118,H25
The Corner Store,5 Masonic Avenue,469063,69236,San Francisco,37.7822,-122.448,5 Masonic Avenue,San Francisco,"TCS Masonic, LLC",Ca,94118,14155245604,94118,H26
50/50,3157 Geary Blvd,468120,69679,null,null,null,3157 Geary Blvd,San Francisco,Van Phan & Kevin Phan,CA,94118,14155688886,94118,H24
Chili House Inc.,726 Clement St,470893,69762,SF,null,null,868 27th Ave.,SF,Chili House Inc.,CA,94121,null,94118,H25
Yinxing Food Company,661 Clement St,471836,69958,SF,null,null,1146 Naples St.,SF,Shenquan Wu,CA,94112,14155366899,94118,H03
Arguello Market Corp.,782 ARGUELLO Blvd,472719,70225,SAN FRANCISCO,null,null,782 Arguello Blvd.,SF.,Arugello Market Corp.,CA,94118,14155755121,94118,H83
Tenglong Chinese Restaurant,208 CLEMENT St,473519,70619,SF,37.7831,-122.461,208 Clement St.,SF,Jeff Lee,CA,94118,null,94118,H25
Cafe Europa,4318 California St,473101,70641,SF,37.7851,-122.464,4318 California St.,SF,Aliaksei Silin,CA,94118,null,94118,H25
Golden Gate U-like Inc.,3557 GEARY Blvd,472185,70642,S.F.,null,null,343 Skyline Dr.,Daly City,Golden Gate U-like Inc.,CA,94015,14155661309,94118,H03
Burger King 9365,3900 GEARY Blvd,436481,70758,SF,37.7812,-122.461,318 Westlake Center #274,Daly City,Gate 74 Inc.,CA,94015,null,94118,H25
Happy Cafe,952 CLEMENT St,473935,70892,SF,37.7827,-122.469,1378 46th Ave.,SF,Bob Lin,CA,94122,14155278396,94118,H26
Shabu House,354 CLEMENT St,475032,71322,SF,null,null,354 Clement St,SF,Shabu House Clement,CA,94118,null,94118,H26
Healthy Spirits-Clement St,1042 Clement St,325963,71354,null,null,null,1042 Clement,SF,Rami Barqawi,CA,94118,null,94118,H03
"Apple Land Co., Inc.",843 Clement St,477035,71800,SF,37.7827,-122.468,843 Clement St.,SF,"Apple Land Co., Inc.",CA,94118,null,94118,H03
Shabu Club,951 Clement St,478214,71999,SF,null,null,951 Clement St.,SF,Henry Pham & Wilson Li,CA,94118,null,94118,H25
Heartbaker LLC,1408 Clement St,476380,72120,null,null,null,1408 Clement St.,SF,Heartbaker LLC,CA,94118,null,94118,H26
Grand Hotpot Lounge Inc.,3565 Geary Blvd,477747,73871,null,null,null,333 Thrid Ave.,Daly City,Grand Hotpot Lounge Inc.,CA,94104,14155307082,94118,H26
Cup A Java Coffee House,3500 Geary Blvd,477639,73985,SF,null,null,3500 Geary Blvd.,SF,Jin Yi Han,CA,94118,null,94118,H03
Java Source Market,500 02 Ave,372475,74251,San Francisco,null,null,2334 19th Avenue,San Francisco,Chu Mei Yang,CA,94116,null,94118,H03
Lilliput Baking Company,432 4th Avenue  Apt C,478834,74767,San Francisco,null,null,432 4th Ave Apt C,San Francisco,Sarah H Shirley,CA,94118,null,94118,H98
Alchemy,2737 Golden  Gate Ave,350378,74832,San Francisco,null,null,2735 Golden Gate Ave,San Francisco,Ione L. Burge,CA,94118,null,94118,H98
Artesano,3415 California St,477858,75297,null,null,null,3415 California Street,San Francisco,"LV Grill, LLC / Douglas Mathieux and Jeff Gambardella",CA,94118,null,94118,H25
Jade Chocolates,244 Clement St,415325,75438,San Francisco,null,null,5758 Geary Blvd. #233,San Francisco,Jade Chocolates LLC,CA,94121,null,94118,H34
Wako Restaurant,211 Clement St,481109,75574,San Francisco,null,null,4030 Kirkham St,San Francisco,"RPT Food Services, LLC",CA,94122,null,94118,H25
Clement Street Farmers Market,244 Clement St,448046,75619,null,null,null,"400 Smith Ranch Road, Ste. D",San Rafael,Agricultural Institute of Marin,CA,94903,null,94118,H14
Sushi Bistro,431 Balboa St,466679,75637,SF,null,null,763 30th Ave.,SF,"Sushi Bistro SF, INC.",CA,94121,14155937100,94118,H26
Gourment Noodle House,3751 Geary Blvd,482249,75701,san Francisco,null,null,1 Crescent Way #1106,San Francisco,GS Riverside Grill,CA,94134,14155227427,94118,H24
A.G. Ferrari Foods,3490 California St,481988,75726,null,null,null,14234 Catalina Street,San Leandro,AGF Parent LLC,CA,94577,null,94118,H28
"Edith's Food Company, Inc.",244 Clement St,482875,76059,null,null,null,"400 I Street, #4",Modesto,"Edith's Food Company, Inc. / Ellen Kosmas",CA,95351,null,94118,H34
Target Store T-2768-Specialty Grocery,2675 Geary Blvd,444574,76203,San Francisco,null,null,1000 Nicollet Mall TPN-0910,Minneapdis,Target Corporation,MN,55403,14155795280,94118,H04
Target Store T-2768-Starburks Coffee,2675 Geary Blvd,444574,76205,San Francisco,null,null,1000 Nicollet Mall TPN-0910,Minneapolis,Target Corporation,MN,55403,14155795280,94118,H25
Joo Mak,4828 Geary Blvd,944596,76595,SF,null,null,4828 Geary Blvd.,SF,Ho Yong Chong,CA,94118,null,94118,H26
Little Vietnam Cafe,309 06th Ave,483197,76676,SF,null,null,574 6th Ave.,Sf,Omai Group LLC,CA,94118,null,94118,H28
Yerba Buena Tea Co (formerly Tea Smiths of San Francisco),244 Clement St,482967,76751,null,null,null,"150 Gardenside Drive, #103",San Francisco,Chad H. Smth,CA,94131,null,94118,H34
Wing Lee Bakery,503 Clement St,448056,76826,SF,null,null,503 Clement St.,SF,Kai Kai Inc.,CA,94118,null,94118,H25
7 Eleven Store #2366-22627D,5100 Geary Blvd,484855,76957,SF,null,null,P.O. Box 219088,Dallas,Imrinder S. Brar,TX,75221,null,94118,H07
7 Eleven #2366-35722A,4850 Geary Blvd,484584,76958,SF,null,null,P.O. Box 219088,Dallas,"Ildabyani, Inc.",TX,75221,null,94118,H07
"Crepe and Brioche, Inc.",244 Clement St,478056,77592,null,null,null,1022 Revere Avenue,San Francisco,"Crepe and Brioche, Inc. / Catherine Bunand",CA,94124,null,94118,H34
Kowloon Tong Dessert Cafe,393 07th Ave,486204,77623,null,null,null,393 7th Ave.,Sf,"CKST, Inc.",CA,94118,null,94118,H24
Grain D'or,236 Clement St,120607,77667,null,null,null,30703 San Clemente St.,Hayward,Andersen America Inc.,CA,94544,null,94118,H25
Lime Tree,836 Clement St,475119,77890,SF,null,null,836 Clement St.,Sf,Siok Ming Tjong,CA,94118,null,94118,H25
Gateaux,165 02nd Ave,343329,77924,null,null,null,165 2nd Ave.,Sf,Michele Cabot,CA,94118,14155299155,94118,H98
Richmond Republic,642 Clement St,482536,77958,null,null,null,642 Clement St.,SF,AED Local LLC,CA,94118,14150522364,94118,H26
Good Luck Dim Sum,736 Clement St,487351,77960,null,null,null,736 Clement St.,SF,New Good Luck Dim Sum Corporation,CA,94118,null,94118,H25
First Korean Market,4625 Geary Blvd,482854,77973,SF.,null,null,554 30th Ave,San Francisco,Ainwell Inc.,CA,94121,null,94118,H28
The Clay Pot House LLC,1000 Clement St,487438,78028,null,null,null,1000 Clement St.,SF,The Clay Pot House LLC,CA,94118,null,94118,H25
Good Noodle Corporation,239 Clement St,484966,78055,SF,null,null,239 Clement St.,SF,Good Noodle Corporation,CA,94118,null,94118,H26
Smokin' Warehouse BBQ,3336 Sacramento Ave,439433,78184,null,null,null,1718 45th Avenue,San Francisco,"BL Catering, LLC / William Lee",CA,94122,null,94118,H25
Cable Car Wine and Spirit Grocery,841 Clement St,487256,78484,null,null,null,841 Clement St.,San Francisco,"Cable Car Wine and Spirites, LLC",CA,94118,null,94118,H03
Steve & Kate's Camp,3950 Sacramento St,440615,78738,null,null,null,"28 Liberty Ship Way, Suite 2815",Sausalito,"Steve & Kate's Camp, LLC",CA,94965,null,94118,H24
Cafe La Flore 1,1032 Clement St,485522,78844,null,null,null,1032 Clement St.,SF,Javier and Andy Pumacayo,CA,94118,null,94118,H24
Koja Kitchen CA01,343 Clement St,489423,78934,null,null,null,343 Clement St.,SF,"Lam Huynh Group, LLC",CA,94118,null,94118,H25
Kama Lounge,3910 Geary Blvd,397178,79154,SF,null,null,3910 Geary Blvd.,SF,STCC Inc.,CA,94118,null,94118,H86
AFC Sushi @ Safeway #2646,735 07 Ave,467295,79219,San Francisco,null,null,19205 South Laurel Park Road,Rancho Dominguez,Advanced Fresh Concepts Franchise Corp,CA,90220,14150603200,94118,H24
General Nutrition Corporation,2675 Geary Blvd 203-C2,69478,79849,SF,null,null,300 Sixth Ave.,Pittsburgh,General Nutrition Corporation,PA,15222,14152338892,94118,H03
"Antonelli Brothers Meat, Fish, and Poultry Inc.",3585 California St,484649,79974,SF,null,null,3585 California St.,SF,"Antonelli Brothers Meat, Fish, and Poultry Inc.",CA,94118,14155757413,94118,H07
Wing Lee Restaurant,501 Clement St,1004730,80242,null,null,null,501 Clement St.,SF,Baosong Liang,CA,94118,null,94118,H25
New Wing Lee LLC,700 Clement St,1004730,80243,null,null,null,700 Clement St.,Sf,New Wing Lee LLC,CA,94118,null,94118,H25
Midnight Series,406 Clement St,490186,80384,null,null,null,406 Clement St.,SF,Rui Rong Ma,CA,94118,null,94118,H74
Arashi Sushi House,4724 Geary Blvd,1002516,80495,null,null,null,4724 Geary Blvd.,SF,Arashi Storm Inc.,CA,94118,null,94118,H26
High Treason,443 Clement St,1021491,80585,SF,null,null,4734 Irving St.,SF,Emination LLC,CA,94122,null,94118,H25
Jade Chocolates,4207 Geary Blvd,415325,80598,SF,null,null,226-21st Ave. #1,San Francisco,Jade Chocolates LLC,CA,94121,14155938719,94118,H24
Grinders Pizzeria,448 Balboa St,1002849,80617,SF,null,null,2120 Pacific Ave. #310,San Francisco,Grinders Pizzeria Enterprises,CA,94118,14155851876,94118,H24
CA Academy of Science Cafe,55 Music Concourse Dr,338528,80619,null,null,null,P.O. Box 352,Buffalo,Sodexo Operations LLC,NY,14240,14152332403,94118,H26
CA Academy of Science Terrace,55 Music Concourse Dr,338528,80621,SF,null,null,P.O. Box 352,Buffalo,Sodexo Operations LLC,NY,14240,14152332403,94118,H25
CA Academy of Science Moss Room,55 Music Concourse Dr,338528,80624,SF,null,null,P.O. Box 352,Buffalo,Sodexo Operations LLC,NY,14240,14152332403,94118,H26
Tender,854 Geary St,486358,80820,San Francisco,null,null,229 Arguello Blvd,San Francisco,854 Geary LLC.,CA,94118,14155587879,94118,H24
The View Cafe,3333 California St 232,1006156,81203,SF,null,null,1020 Goett Ingen St.,SF,Sakpraneth Kim,CA,94134,14155929333,94118,H25
Burmese Kitchen,3815 Geary Blvd,1006228,81235,SF,null,null,3817 Geary Blvd,San Francisco,Burmese Kitchen Inc.,CA,94118,14150247450,94118,H24
Arsicault Bakery,397 Arguello Blvd,1006531,81264,null,null,null,2351 Powell St #413,San Francisco,Arsicault Bakery Inc,CA,94133,14158982739,94118,H88
Village Pizzeria,1 Clement St,1006429,81303,San Francisco,null,null,415 Arguello Blvd,San Francisco,Brasillia Pizzeria Inc,Ca,94118,14155222100,94118,H25
"Le Soleil International Holdings, Inc",133 Clement  St.,1013119,81460,null,null,null,133 Clement St.,SF,"Le Soleil International Holdings, Inc.",CA,94118,14155664848,94118,H25
Mescolanza Restaurant,3750 Geary Blvd,1009329,81461,null,null,null,37 Rudden Ave.,SF,Mescolanza Inc.,CA,94112,14155662221,94118,H25
Buzz,3420 Geary Blvd,1006189,81531,SF,null,null,1730 Ofarrell St. #PH2C,San Francisco,"Buzz Burgers and More, LLC",CA,94115,14155204114,94118,H24
Nourish Cafe,189 06th Ave,489856,81990,SF,null,null,189 6th Ave.,SF,Nourish Enterprises LLC,CA,94118,null,94118,H24
Tofino Wines,2696 Geary Blvd,1008908,82114,SF,null,null,66 Woodland Ave.,SF,Tofino Wines Inc.,CA,94117,14155791781,94118,H87
Jenny Craig Weight Loss CT 3011,3475 California St,490057,82139,SF,null,null,100 Ritchie Road,Woodway,JC USA Inc.,TX,76712,14155381100,94118,H03
Ro Cafe,2739 Geary Blvd,477957,82143,SF,null,null,2739 Geary Blvd.,SF,Halime Altun,CA,94118,14155349765,94118,H24
Tanuki Restaurant,4419 California St,1011453,82466,null,null,null,4419 California St.,SF,Zhen Ju Lin,CA,94118,null,94118,H25
Mizutani Sushi Bar,4406 California St,1012311,82655,SF,null,null,614 Bernal Ave,Sunnyvale,Shiwei Yan,CA,94085,null,94118,H25
The Hummus Guy Corp.,244 Clement St,478168,82687,null,null,null,"1370 Redwood Way, Suite A",Petaluma,The Hummus Guy Corp.,CA,94954,null,94118,H34
The Richfield,195 05th Ave,1010362,83073,null,null,null,2550 Princeton Dr.,San Bruno,Dirty Shoe LLC,CA,94066,null,94118,H24
Love Healthy Foods,244 Clement St,1008985,83087,null,null,null,"2055 Center Street, #401",Berkeley,Maisah Hadir and Farish Hadir,CA,94704,null,94118,H34
Sqwers Restaurant,3015 Geary Blvd,390033,83135,SF,null,null,444 Westlake Ave.,Daly City,Simon Li,CA,94014,14155709979,94118,H25
